division,district,block,cluster,school,week,teachers_registered,baseline_assessments,baseline_average_level,tutoring_calls,endline_assessments,endline_average_level
KALABURAGI,BALLARI,SIRUGUPPA,TEKKALAKOTE,GHPS (HIGH SCHOOL AREA),2025-02-17/2025-02-23,2,17,2.4705882352941178,1,5,4.0
KALABURAGI,BIDAR,BIDAR,JANWADA,GHPS (MARATHI) JANWADA,2025-02-03/2025-02-09,2,2,2.0,0,0,
KALABURAGI,BIDAR,BIDAR,JANWADA,GHPS (MARATHI) JANWADA,2025-02-10/2025-02-16,1,5,0.8,19,5,3.6
KALABURAGI,KOPPAL,KOPPAL,KAWALUR,GHPS (RMSA UPGRADED) HATTI(A) SCHOOL,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,SIDDAPUR,GHPS (RMSA UPGRADED) SCHOOL BARAGUR,2025-02-10/2025-02-16,2,7,1.0,2,0,
KALABURAGI,KOPPAL,GANGAVATHI,SIDDAPUR,GHPS (RMSA UPGRADED) SCHOOL BARAGUR,2025-02-17/2025-02-23,2,0,,7,0,
KALABURAGI,KOPPAL,GANGAVATHI,SIDDAPUR,GHPS (RMSA UPGRADED) SCHOOL BARAGUR,2025-02-24/2025-03-02,2,0,,4,0,
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS (RMSA UPGRADED) SCHOOL MARALI,2025-02-03/2025-02-09,1,12,2.25,27,5,4.0
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS (RMSA UPGRADED) SCHOOL MARALI,2025-02-10/2025-02-16,1,0,,2,0,
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS (RMSA UPGRADED) SCHOOL MARALI,2025-02-24/2025-03-02,1,0,,4,0,
MYSURU,MYSURU,T.N.PURA,BANNUR,"GHPS -A, BANNUR",2025-02-03/2025-02-09,1,0,,0,0,
MYSURU,MYSURU,T.N.PURA,BANNUR,"GHPS -A, BANNUR",2025-02-24/2025-03-02,2,12,2.25,5,0,
MYSURU,MYSURU,T.N.PURA,TALAKADU,"GHPS -A, TALAKADU",2025-02-24/2025-03-02,1,2,3.0,0,5,3.2
MYSURU,MYSURU,T.N.PURA,TALAKADU,"GHPS -D, TALAKADU",2025-02-17/2025-02-23,1,1,1.0,0,0,
MYSURU,MYSURU,T.N.PURA,TALAKADU,"GHPS -D, TALAKADU",2025-02-24/2025-03-02,1,1,1.0,0,4,3.75
DHARWAD,HAVERI,HAVERI,DEVAGIRI,GHPS .1. DEVAGIRI,2025-02-10/2025-02-16,4,16,2.1875,7,0,
DHARWAD,HAVERI,HAVERI,DEVAGIRI,GHPS .1. DEVAGIRI,2025-02-24/2025-03-02,2,1,3.0,4,4,4.0
KALABURAGI,BALLARI,SANDUR,LAKSHMIPURA,GHPS 13TH WARD,2025-02-10/2025-02-16,1,4,2.5,0,1,4.0
KALABURAGI,BALLARI,BELLARY WEST,"S.N.PET, KAMPLI",GHPS 4th WARD KAMPLI,2025-02-17/2025-02-23,2,6,1.3333333333333333,3,4,2.5
KALABURAGI,BALLARI,SANDUR,LAKSHMIPURA,GHPS 6TH WARD,2025-02-10/2025-02-16,2,2,2.0,0,2,4.0
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 5TH WARD",GHPS 7TH & 8TH WARD,2025-02-17/2025-02-23,4,20,1.1,17,1,0.0
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 5TH WARD",GHPS 7TH & 8TH WARD,2025-02-24/2025-03-02,2,4,1.75,3,0,
KALABURAGI,VIJAYANAGARA,HOSPET,S.S.KAMALAPURA,GHPS 7TH WARD KAMALAPURA,2025-02-10/2025-02-16,2,0,,4,0,
KALABURAGI,BALLARI,BELLARY WEST,"WARD 8TH, KAMPLI",GHPS 8TH WRD KAMPLI BELAGODUHAL,2025-02-10/2025-02-16,1,1,2.0,0,0,
KALABURAGI,BALLARI,BELLARY WEST,"WARD 8TH, KAMPLI",GHPS 8TH WRD KAMPLI BELAGODUHAL,2025-02-24/2025-03-02,2,3,2.0,1,0,
KALABURAGI,BALLARI,BELLARY WEST,"WARD 8TH, KAMPLI",GHPS 8th WARD KAMPLI,2025-02-17/2025-02-23,3,8,2.125,0,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,HIRE MALLANAKERI,GHPS A K HOLAGUNDI,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,HIRE MALLANAKERI,GHPS A K HOLAGUNDI,2025-02-17/2025-02-23,2,6,2.0,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,SOLLAMMA MANDIRA,GHPS A.D.GUDDA,2025-02-17/2025-02-23,1,5,2.6,0,2,3.0
KALABURAGI,VIJAYANAGARA,HADAGALI,HOLALU,GHPS A.K. HOLALU,2025-02-03/2025-02-09,1,0,,0,2,3.5
KALABURAGI,VIJAYANAGARA,HADAGALI,HOLALU,GHPS A.K. HOLALU,2025-02-10/2025-02-16,4,4,3.5,0,8,3.625
KALABURAGI,KOPPAL,GANGAVATHI,KARATAGI EAST,GHPS ABDUL NAZEER COLONY KARATAGI,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS ACHARNARSAPUR,2025-02-03/2025-02-09,2,5,2.4,3,1,4.0
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS ACHARNARSAPUR,2025-02-10/2025-02-16,2,8,2.0,8,3,3.0
KALABURAGI,KOPPAL,GANGAVATHI,MARALI,GHPS ACHARNARSAPUR,2025-02-24/2025-03-02,1,0,,2,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,SUNNADAKOPPA,GHPS ADAGANTI,2025-02-10/2025-02-16,1,3,1.0,11,3,3.6666666666666665
MYSURU,MYSURU,H.D.KOTE,K.BELTHURU,GHPS ADAHALLI,2025-02-17/2025-02-23,1,6,3.6666666666666665,6,6,3.6666666666666665
KALABURAGI,KOPPAL,GANGAVATHI,NAVALI,GHPS ADAPUR,2025-02-03/2025-02-09,1,24,2.3333333333333335,1,0,
KALABURAGI,KOPPAL,GANGAVATHI,NAVALI,GHPS ADAPUR,2025-02-10/2025-02-16,1,3,3.3333333333333335,3,2,3.5
KALABURAGI,KOPPAL,GANGAVATHI,KANAKAGIRI NORTH,GHPS ADAVIBHAVI TANDA,2025-02-10/2025-02-16,3,12,2.3333333333333335,12,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,ITTIGI,GHPS ADAVIMALLANAKERI THANDA,2025-02-10/2025-02-16,1,1,4.0,0,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,ITTIGI,GHPS ADAVIMALLANAKERI THANDA,2025-02-17/2025-02-23,1,3,2.6666666666666665,0,0,
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS ADAVISOMAPUR,2025-02-03/2025-02-09,1,0,,0,1,4.0
DHARWAD,HAVERI,SHIGGOAN,TADAS,GHPS ADAVISOMAPUR,2025-02-03/2025-02-09,1,0,,0,1,4.0
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS ADAVISOMAPUR,2025-02-10/2025-02-16,2,1,4.0,0,5,4.0
DHARWAD,HAVERI,SHIGGOAN,TADAS,GHPS ADAVISOMAPUR,2025-02-10/2025-02-16,2,1,4.0,0,5,4.0
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS ADAVISOMAPUR,2025-02-17/2025-02-23,9,16,1.375,10,3,3.0
DHARWAD,HAVERI,SHIGGOAN,TADAS,GHPS ADAVISOMAPUR,2025-02-17/2025-02-23,9,16,1.375,10,3,3.0
DHARWAD,DHARWAD,NAVALGUND,ANNIGERI 2,GHPS ADNUR,2025-02-10/2025-02-16,2,9,2.2222222222222223,28,8,4.0
DHARWAD,GADAG,SHIRHATTI,FUTAGAO BADNI,GHPS ADRALLI,2025-02-10/2025-02-16,1,1,0.0,0,0,
DHARWAD,GADAG,SHIRHATTI,FUTAGAO BADNI,GHPS ADRALLI,2025-02-17/2025-02-23,1,2,0.0,0,0,
MYSURU,CHAMARAJANAGARA,YELANDUR,AGARA,GHPS AGARA,2025-02-10/2025-02-16,1,1,3.0,0,0,
BENGALURU,SHIVAMOGGA,SORAB,MALLAPURA,GHPS AGASANAHALLI,2025-02-10/2025-02-16,1,1,2.0,0,0,
MYSURU,CHAMARAJANAGARA,GUNDULPET,AGATHAGOWDANAHALLI,GHPS AGATHAGOWDANAHALLI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,VENKATAGIRI,GHPS AGOLI,2025-02-03/2025-02-09,1,2,1.5,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,VENKATAGIRI,GHPS AGOLI,2025-02-10/2025-02-16,3,6,1.1666666666666667,0,0,
KALABURAGI,BALLARI,SANDUR,CHORNUR,GHPS AGRAHARA,2025-02-10/2025-02-16,1,1,4.0,0,0,
KALABURAGI,BALLARI,SANDUR,CHORNUR,GHPS AGRAHARA,2025-02-17/2025-02-23,1,11,2.0,4,2,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,MALAVALLI,GHPS AGRAHARA MUACHADI,2025-02-10/2025-02-16,2,0,,3,0,
DHARWAD,HAVERI,HANAGAL,ARALESHWAR,GHPS AKKIVALLI,2025-02-10/2025-02-16,3,9,3.0,10,13,4.0
MYSURU,MYSURU,T.N.PURA,C B HUNDI,GHPS AKKUR,2025-02-03/2025-02-09,1,1,4.0,0,0,
DHARWAD,HAVERI,HAVERI,HOSARITTI,GHPS AKKUR,2025-02-03/2025-02-09,1,1,4.0,0,0,
MYSURU,MYSURU,T.N.PURA,C B HUNDI,GHPS AKKUR,2025-02-10/2025-02-16,2,0,,1,13,3.6153846153846154
DHARWAD,HAVERI,HAVERI,HOSARITTI,GHPS AKKUR,2025-02-10/2025-02-16,2,0,,1,13,3.6153846153846154
MYSURU,MYSURU,T.N.PURA,C B HUNDI,GHPS AKKUR,2025-02-24/2025-03-02,1,12,2.0,6,8,4.0
DHARWAD,HAVERI,HAVERI,HOSARITTI,GHPS AKKUR,2025-02-24/2025-03-02,1,12,2.0,6,8,4.0
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,KOGALI,GHPS ALABURU,2025-02-10/2025-02-16,3,5,1.6,3,1,2.0
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,KOGALI,GHPS ALABURU,2025-02-17/2025-02-23,2,1,2.0,6,0,
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,KOGALI,GHPS ALABURU,2025-02-24/2025-03-02,4,10,1.5,6,0,
DHARWAD,DHARWAD,KALGHATAGI,MUKKAL,GHPS ALADAKATTI,2025-02-10/2025-02-16,4,14,1.0714285714285714,36,3,3.6666666666666665
DHARWAD,HAVERI,HANAGAL,BELAGALPET,GHPS ALADAKATTI,2025-02-10/2025-02-16,4,14,1.0714285714285714,36,3,3.6666666666666665
DHARWAD,DHARWAD,KALGHATAGI,MUKKAL,GHPS ALADAKATTI,2025-02-17/2025-02-23,1,12,1.5833333333333333,16,10,3.3
DHARWAD,HAVERI,HANAGAL,BELAGALPET,GHPS ALADAKATTI,2025-02-17/2025-02-23,1,12,1.5833333333333333,16,10,3.3
MYSURU,MYSURU,T.N.PURA,T. NARASIPURA,GHPS ALAGUD,2025-02-17/2025-02-23,2,4,2.75,0,0,
MYSURU,MYSURU,T.N.PURA,T. NARASIPURA,GHPS ALAGUD,2025-02-24/2025-03-02,2,7,1.8571428571428572,0,0,
MYSURU,MYSURU,H.D.KOTE,ALANAHALLI,GHPS ALANAHALLI,2025-02-10/2025-02-16,2,10,1.9,3,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,UMMATTURU,GHPS ALDURU,2025-02-10/2025-02-16,2,2,1.0,3,2,2.5
KALABURAGI,BALLARI,BELLARY WEST,P.R.ST.C.B.BELLARY,GHPS ALLIPURA,2025-02-03/2025-02-09,3,12,1.75,0,0,
KALABURAGI,BALLARI,BELLARY WEST,P.R.ST.C.B.BELLARY,GHPS ALLIPURA,2025-02-10/2025-02-16,3,0,,15,11,2.1818181818181817
KALABURAGI,VIJAYANAGARA,HADAGALI,ITTIGI,GHPS AM KERE,2025-02-03/2025-02-09,1,1,2.0,5,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,ITTIGI,GHPS AM KERE,2025-02-17/2025-02-23,2,0,,0,6,3.1666666666666665
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,AMACHAVADI,GHPS AMACHAVADI,2025-02-10/2025-02-16,2,7,0.2857142857142857,27,8,1.75
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,AMACHAVADI,GHPS AMACHAVADI,2025-02-17/2025-02-23,2,3,0.0,11,3,2.0
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,AMACHAVADI,GHPS AMACHAVADI HOSABADAVANE,2025-02-10/2025-02-16,1,1,2.0,0,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,AMACHAVADI,GHPS AMACHAVADI HOSABADAVANE,2025-02-24/2025-03-02,1,0,,1,1,4.0
DHARWAD,GADAG,RON,LAKKALAKATTI,GHPS AMARAGATTI,2025-02-10/2025-02-16,1,1,3.0,0,0,
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS AMARAPURA,2025-02-10/2025-02-16,1,1,2.0,0,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KAPPANAHALLI,GHPS AMATEKOPPA,2025-02-10/2025-02-16,1,3,1.0,3,0,
MYSURU,CHAMARAJANAGARA,YELANDUR,DUGGAHATTI,GHPS AMBALE-I,2025-02-03/2025-02-09,1,2,3.0,1,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,AMBARAGOPPA,GHPS AMBARAGOPPA,2025-02-10/2025-02-16,1,4,1.0,0,0,
KALABURAGI,KOPPAL,YELBURGA,BEVOOR,GHPS AMBEDKAR COLANY BEVOOR,2025-02-24/2025-03-02,2,10,1.6,26,8,3.875
KALABURAGI,VIJAYANAGARA,KUDLIGI,MAHADEVAPURA,GHPS AMBEDKAR NAGAR,2025-02-24/2025-03-02,1,0,,0,0,
MYSURU,MYSURU,H.D.KOTE,BEECHANA HALLI,GHPS ANAGATTI,2025-02-10/2025-02-16,1,5,2.2,16,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,HADAGALI GRAMINA,GHPS AND GHS THIMALAPURA LXIII,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,KALBURGI,JEWARGI,ARALAGUNDAGI,GHPS AND HS RMSA MURAGANOOR,2025-02-03/2025-02-09,3,11,0.9090909090909091,0,0,
KALABURAGI,KALBURGI,JEWARGI,ARALAGUNDAGI,GHPS AND HS RMSA MURAGANOOR,2025-02-17/2025-02-23,2,5,1.4,0,7,4.0
DHARWAD,HAVERI,SHIGGOAN,KONANKERI,GHPS ANDALAGI,2025-02-10/2025-02-16,3,16,2.1875,53,15,3.066666666666667
DHARWAD,HAVERI,SHIGGOAN,KONANKERI,GHPS ANDALAGI,2025-02-17/2025-02-23,2,6,1.6666666666666667,35,4,3.75
DHARWAD,HAVERI,SHIGGOAN,KONANKERI,GHPS ANDALAGI,2025-02-24/2025-03-02,2,5,0.8,13,4,3.5
KALABURAGI,BALLARI,BELLARY EAST,ANDRAL,GHPS ANDHRAL,2025-02-03/2025-02-09,2,15,0.9333333333333333,48,11,2.272727272727273
KALABURAGI,BALLARI,BELLARY EAST,ANDRAL,GHPS ANDHRAL,2025-02-10/2025-02-16,1,1,0.0,4,1,1.0
KALABURAGI,BALLARI,BELLARY EAST,ANDRAL,GHPS ANDHRAL,2025-02-17/2025-02-23,2,14,0.2857142857142857,45,11,0.45454545454545453
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,DASHAMAPURA,GHPS ANEKAL THANDA,2025-02-10/2025-02-16,1,3,1.6666666666666667,1,1,3.0
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,DASHAMAPURA,GHPS ANEKAL THANDA,2025-02-17/2025-02-23,2,0,,0,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,HIRE HADAGALI,GHPS ANGUR,2025-02-17/2025-02-23,3,15,1.9333333333333333,6,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,HAROGOPPA,GHPS ANJANAPURA,2025-02-10/2025-02-16,2,4,0.0,0,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL [N],GHPS ANJANEYYA LAYOUT BHAGYN,2025-02-24/2025-03-02,1,0,,0,0,
MYSURU,MYSURU,T.N.PURA,MALIYUR,GHPS ANKANA HALLI,2025-02-10/2025-02-16,2,20,1.5,30,15,3.6
MYSURU,MYSURU,T.N.PURA,MALIYUR,GHPS ANKANA HALLI,2025-02-17/2025-02-23,1,0,,3,0,
KALABURAGI,VIJAYANAGARA,HADAGALI,SOVENA HALLI,GHPS ANKLI,2025-02-03/2025-02-09,1,3,2.0,0,0,
MYSURU,MYSURU,H.D.KOTE,ANNURU,GHPS ANNUR HOSAHALLI,2025-02-10/2025-02-16,2,6,1.8333333333333333,3,0,
MYSURU,MYSURU,H.D.KOTE,ANNURU,GHPS ANNUR HOSAHALLI,2025-02-17/2025-02-23,1,0,,9,3,4.0
MYSURU,MYSURU,H.D.KOTE,ANNURU,GHPS ANNURU,2025-02-17/2025-02-23,2,2,3.0,1,0,
MYSURU,MYSURU,H.D.KOTE,ANNURU,GHPS ANNURU,2025-02-24/2025-03-02,1,3,2.0,4,5,3.0
KALABURAGI,KOPPAL,KUSTAGI,HULGERI,GHPS ANTARATANA,2025-02-17/2025-02-23,1,6,3.8333333333333335,0,0,
MYSURU,MYSURU,H.D.KOTE,ANTHARASANTHE,GHPS ANTHARASANTHE,2025-02-17/2025-02-23,1,5,2.4,5,6,4.0
MYSURU,MYSURU,H.D.KOTE,ANTHARASANTHE,GHPS ANTHARASANTHE,2025-02-24/2025-03-02,1,1,2.0,0,1,4.0
DHARWAD,GADAG,GADAG RURAL,ANTUR BENTUR,GHPS ANTUR-BENTUR,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,GADAG,GADAG RURAL,ANTUR BENTUR,GHPS ANTUR-BENTUR,2025-02-17/2025-02-23,2,1,2.0,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,MAHADEVAPURA,GHPS APPAYYANA HALLI,2025-02-24/2025-03-02,1,0,,0,0,
DHARWAD,DHARWAD,NAVALGUND,NAVALAGUND 2,GHPS ARAHATTI,2025-02-10/2025-02-16,1,3,3.3333333333333335,0,0,
DHARWAD,GADAG,RON,HULLUR,GHPS ARAHUNASI,2025-02-10/2025-02-16,1,11,2.0,1,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,ARAKALA VADI,GHPS ARAKALA VADI,2025-02-03/2025-02-09,1,2,1.0,0,0,
KALABURAGI,KOPPAL,YELBURGA,YADIYAPURA,GHPS ARAKERI,2025-02-24/2025-03-02,1,4,2.5,0,0,
DHARWAD,HAVERI,HANAGAL,ARALESHWAR,GHPS ARALESHWARA,2025-02-10/2025-02-16,3,20,1.95,21,8,2.875
DHARWAD,HAVERI,HANAGAL,ARALESHWAR,GHPS ARALESHWARA,2025-02-24/2025-03-02,1,7,1.4285714285714286,8,9,2.3333333333333335
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,SAGADE,GHPS ARALI KATTE,2025-02-10/2025-02-16,1,1,2.0,1,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,CHANDAKA VADI,GHPS ARALIPURA,2025-02-24/2025-03-02,1,5,3.0,6,5,3.6
DHARWAD,GADAG,NARAGUND,HIREKOPPA,GHPS ARASHINAGODI,2025-02-17/2025-02-23,2,3,1.6666666666666667,10,3,3.3333333333333335
KALABURAGI,KOPPAL,KOPPAL,HASAGAL,GHPS ARASINAKERI,2025-02-10/2025-02-16,1,11,1.5454545454545454,0,0,
MYSURU,MYSURU,T.N.PURA,KODAGAHALLI,GHPS ARAVATTIGE KOPPALU,2025-02-10/2025-02-16,1,2,2.0,1,0,
MYSURU,MYSURU,T.N.PURA,KODAGAHALLI,GHPS ARAVATTIGE KOPPALU,2025-02-17/2025-02-23,1,1,1.0,0,2,4.0
DHARWAD,HAVERI,HANAGAL,GEJJIHALLI,GHPS AREGOPPA (H),2025-02-10/2025-02-16,2,14,0.9285714285714286,22,5,2.6
DHARWAD,DHARWAD,NAVALGUND,AREKURAHATTI,GHPS AREKURAHATTI,2025-02-10/2025-02-16,3,17,2.176470588235294,16,1,4.0
KALABURAGI,KOPPAL,GANGAVATHI,ISLAMPUR WEST,GHPS ARHAL,2025-02-10/2025-02-16,2,0,,9,3,3.0
KALABURAGI,KOPPAL,GANGAVATHI,ISLAMPUR WEST,GHPS ARHAL,2025-02-24/2025-03-02,1,0,,3,3,3.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,SALUR,GHPS ARISHINAGERE,2025-02-10/2025-02-16,1,5,1.2,12,2,3.5
DHARWAD,HAVERI,HANAGAL,SHYADAGUPPI,GHPS ARISHINAGUPPI,2025-02-10/2025-02-16,2,14,2.0,32,9,3.888888888888889
DHARWAD,HAVERI,HANAGAL,SHYADAGUPPI,GHPS ARISHINAGUPPI,2025-02-17/2025-02-23,1,7,2.142857142857143,37,8,4.0
DHARWAD,HAVERI,HANAGAL,SHYADAGUPPI,GHPS ARISHINAGUPPI,2025-02-24/2025-03-02,1,1,1.0,9,2,3.0
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (E),"GHPS ASHRAYA COLONY HOOVINAL ROAD,KPL",2025-02-10/2025-02-16,1,4,1.5,2,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (E),"GHPS ASHRAYA COLONY HOOVINAL ROAD,KPL",2025-02-17/2025-02-23,1,1,1.0,1,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (E),"GHPS ASHRAYA COLONY HOOVINAL ROAD,KPL",2025-02-24/2025-03-02,1,2,1.0,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 6TH WARD",GHPS ASHRAYA YOJANE,2025-02-24/2025-03-02,2,3,2.3333333333333335,0,5,2.6
DHARWAD,DHARWAD,KALGHATAGI,TABAKADHONNALI,GHPS ASTAKATTI,2025-02-03/2025-02-09,1,5,2.8,4,1,4.0
DHARWAD,DHARWAD,KALGHATAGI,TABAKADHONNALI,GHPS ASTAKATTI,2025-02-10/2025-02-16,3,8,1.875,16,8,4.0
DHARWAD,DHARWAD,KALGHATAGI,TABAKADHONNALI,GHPS ASTAKATTI,2025-02-17/2025-02-23,2,8,1.75,35,10,4.0
DHARWAD,DHARWAD,KALGHATAGI,TABAKADHONNALI,GHPS ASTAKATTI,2025-02-24/2025-03-02,1,3,2.0,0,0,
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS ASUNDI,2025-02-03/2025-02-09,1,6,1.0,24,6,3.3333333333333335
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS ASUNDI,2025-02-10/2025-02-16,1,6,1.0,25,6,3.0
MYSURU,MYSURU,T.N.PURA,KETHUPURA,GHPS ATTAHALLI,2025-02-17/2025-02-23,1,1,4.0,0,5,3.8
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,VENKATAIANA CHATHRA,GHPS ATTUGULI PURA,2025-02-10/2025-02-16,2,4,1.5,7,1,4.0
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,CHANDAKA VADI,GHPS AYAIAHNA PURA,2025-02-10/2025-02-16,1,3,2.3333333333333335,0,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,CHANDAKA VADI,GHPS AYAIAHNA PURA,2025-02-24/2025-03-02,1,0,,3,0,
KALABURAGI,VIJAYANAGARA,HOSPET,HANUMANAHALLI,GHPS AYYANA HALLI,2025-02-17/2025-02-23,3,7,2.2857142857142856,1,1,4.0
DHARWAD,DHARWAD,KALGHATAGI,DUMWAD,GHPS B GUDIHAL,2025-02-10/2025-02-16,3,5,1.2,3,4,4.0
DHARWAD,DHARWAD,KALGHATAGI,MUTTAGI,GHPS B SHIGIGATTI,2025-02-24/2025-03-02,4,15,2.4,13,7,2.7142857142857144
KALABURAGI,VIJAYANAGARA,HOSPET,"WARD 15, HOSPET",GHPS B T R NAGAR HPT,2025-02-10/2025-02-16,2,3,0.6666666666666666,0,0,
DHARWAD,GADAG,RON,HOLEALUR,GHPS B-S-BELERI,2025-02-03/2025-02-09,2,6,1.5,0,0,
DHARWAD,GADAG,RON,HOLEALUR,GHPS B-S-BELERI,2025-02-10/2025-02-16,1,4,1.75,0,0,
MYSURU,MYSURU,T.N.PURA,MALIYUR,GHPS B.BETTAHALLI,2025-02-10/2025-02-16,1,4,2.0,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS B.D. GUDDA,2025-02-03/2025-02-09,2,8,1.875,11,4,3.5
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS B.D. GUDDA,2025-02-10/2025-02-16,1,1,3.0,2,1,4.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS B.D. GUDDA,2025-02-17/2025-02-23,1,3,2.0,5,5,3.6
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,BACHIGONDANA HALLI,GHPS B.G. HALLI-2.,2025-02-10/2025-02-16,1,1,2.0,0,0,
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,BACHIGONDANA HALLI,GHPS B.G. HALLI-2.,2025-02-17/2025-02-23,2,0,,1,1,3.0
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,BACHIGONDANA HALLI,GHPS B.G.HALLI-1.,2025-02-10/2025-02-16,1,1,2.0,0,0,
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,BACHIGONDANA HALLI,GHPS B.G.HALLI-1.,2025-02-17/2025-02-23,4,3,2.6666666666666665,4,0,
KALABURAGI,BALLARI,SANDUR,BOMMA GATTA,GHPS B.GOLLARA HATTI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,BALLARI,SANDUR,BOMMA GATTA,GHPS B.GOLLARA HATTI,2025-02-24/2025-03-02,3,11,2.0,2,6,4.0
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS B.GONAL,2025-02-03/2025-02-09,5,11,1.9090909090909092,2,0,
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS B.GONAL,2025-02-10/2025-02-16,2,2,1.5,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,"WARD 15, HOSPET",GHPS B.R.C.S. HOSPET,2025-02-10/2025-02-16,4,14,1.5,3,0,
MYSURU,MYSURU,T.N.PURA,KODAGAHALLI,GHPS B.SEEHALLI,2025-02-03/2025-02-09,1,0,,0,0,
MYSURU,MYSURU,T.N.PURA,KODAGAHALLI,GHPS B.SEEHALLI,2025-02-17/2025-02-23,2,5,2.6,1,1,3.0
MYSURU,MYSURU,T.N.PURA,KODAGAHALLI,GHPS B.SEEHALLI,2025-02-24/2025-03-02,3,17,2.1176470588235294,59,20,2.85
DHARWAD,HAVERI,SHIGGOAN,BAAD,GHPS BAAD,2025-02-03/2025-02-09,1,1,3.0,1,2,4.0
DHARWAD,HAVERI,SHIGGOAN,BAAD,GHPS BAAD,2025-02-10/2025-02-16,3,8,0.0,34,12,3.5833333333333335
